AHK Function;code line;AHK File
Acc_ObjectFromWindow(hWnd, idObject = -4);28;ACC.ahk
Acc_Parent(Acc);101;ACC.ahk
acc_Parent(pacc);90;ACC_more.ahk
Acc_Query(Acc);109;ACC.ahk
"acc_Query(pacc, bunk = """")";84;ACC_more.ahk
Acc_Role(Acc, ChildId=0);68;ACC.ahk
acc_Role(pacc, idChild = 0);120;ACC_more.ahk
acc_Select(pacc, idChild = 0, nFlags = 3);198;ACC_more.ahk
acc_Selection(pacc);187;ACC_more.ahk
Acc_SetWinEventHook(eventMin, eventMax, pCallback);49;ACC.ahk
ACC_SetWinEventHook(eventMin, eventMax, pCallback);67;ACC_more.ahk
Acc_State(Acc, ChildId=0);71;ACC.ahk
acc_State(pacc, idChild = 0);126;ACC_more.ahk
ACC_Term();13;ACC_more.ahk
Acc_UnhookWinEvent(hHook);52;ACC.ahk
ACC_UnhookWinEvent(hHook);71;ACC_more.ahk
acc_Value(pacc, idChild = 0);110;ACC_more.ahk
"acc_Value_(pacc, idChild = 0, sValue = """")";248;ACC_more.ahk
ACC_WindowFromAccessibleObject(pacc);47;ACC_more.ahk
Acc_WindowFromObject(pacc);33;ACC.ahk
ACC_WinEventProc(hHook, event, hWnd, idObject, idChild, eventThread, eventTime);75;ACC_more.ahk
Accept();84;socket.ahk
activateTab();859;taskbarInterface.ahk
activateTab();872;taskbarInterface_v2.ahk
ActiveXObject(ProgID, CLSCTX = 5);108;CoHelper.ahk
add(id, value);25;_queue.ahk
Add(Key);813;WPD.ahk
Add(key, value);78;Mini_Framwork\0.3\System\MfDictionarybase.ahk
Add(key, value);61;Mini_Framwork\0.3\System\MfHashTable.ahk
Add(obj);11;Collection.ahk
Add(obj);63;Mini_Framwork\0.3\System\MfCollectionBase.ahk
Add(obj);93;Mini_Framwork\0.3\System\MfGenericList.ahk
Add(obj);56;Mini_Framwork\0.3\System\MfList.ahk
Add(obj);63;Mini_Framwork\0.3\System\MfListBase.ahk
Add(pdic, sKey, sItm);92;Dictionary.ahk
Add(pValue);1105;WPD.ahk
Add(pValues);1164;WPD.ahk
Add(ts);271;Mini_Framwork\0.3\System\MfTimeSpan.ahk
Add(value);303;Mini_Framwork\0.3\System\MfByte.ahk
Add(value);360;Mini_Framwork\0.3\System\MfFloat.ahk
Add(value);291;Mini_Framwork\0.3\System\MfInt16.ahk
Add(value);291;Mini_Framwork\0.3\System\MfInt64.ahk
Add(value);321;Mini_Framwork\0.3\System\MfInteger.ahk
Add(value);484;Mini_Framwork\0.3\System\MfParams.ahk
Add_Check_Sum(num);1559;BARCODER.ahk
AddArc(arc);1361;d2d1.ahk
AddAttribute(attrib);81;Mini_Framwork\0.3\System\MfObject.ahk
AddAttributes();198;Mini_Framwork\0.3\System\MfEnum.ahk
AddAttributes();89;Mini_Framwork\0.3\System\MfEqualsOptions.ahk
AddAttributes();64;Mini_Framwork\0.3\System\MfFrameWorkOptions.ahk
AddAttributes();84;Mini_Framwork\0.3\System\MfNumberStyles.ahk
AddAttributes();86;Mini_Framwork\0.3\System\MfStringSplitOptions.ahk
AddAutomationEventHandler(eventId,element,scope,cacheRequest,handler);281;uia.ahk
AddAutomationEventHandler(eventId,element,scope,cacheRequest,handler);213;UIA2.ahk
AddBezier(bezier);1343;d2d1.ahk
AddBeziers(beziers,beziersCount);1318;d2d1.ahk
AddBool(value);147;Mini_Framwork\0.3\System\MfParams.ahk
"AddButton(options = """", text =""OK"", tabControl = """", tabPage = 0, isLocalizable = true)";107;CGui.ahk
AddByte(value);191;Mini_Framwork\0.3\System\MfParams.ahk
"AddCancelButton(options = """", text ="""", tabControl = """", tabPage = 0, isLocalizable = true)";125;CGui.ahk
AddChar(value);244;Mini_Framwork\0.3\System\MfParams.ahk
AddChild(node);39;Mini_Libs\VersionRes.ahk
AddChild(node);39;VersionRes.ahk
AddControl(guid, ctrltype, options, default, callback);15;AppFactory.ahk
"AddControl(Type, options = """", text ="""", tabControl = """", tabPage = 0, isLocalizable = true)";91;CGui.ahk
AddDatetime(datetime, numberToAdd, unitsOfNumberToAdd);1404;FcnLib.ahk
AddDialog(ptrText, bYou = True);210;Examples\AHKSock\example_3.ahk
AddEnums();78;Mini_Framwork\0.3\System\MfBidiCategory.ahk
AddEnums();84;Mini_Framwork\0.3\System\MfDigitShapes.ahk
AddEnums();212;Mini_Framwork\0.3\System\MfEnum.ahk
AddEnums();2041;Mini_Framwork\0.3\System\MfEnum.ahk
AddEnums();106;Mini_Framwork\0.3\System\MfEqualsOptions.ahk
AddEnums();75;Mini_Framwork\0.3\System\MfFrameWorkOptions.ahk
AddEnums();98;Mini_Framwork\0.3\System\MfNumberStyles.ahk
AddEnums();93;Mini_Framwork\0.3\System\MfSetFormatNumberType.ahk
AddEnums();131;Mini_Framwork\0.3\System\MfStringComparison.ahk
AddEnums();101;Mini_Framwork\0.3\System\MfStringSplitOptions.ahk
AddEnums();77;Mini_Framwork\0.3\System\MfTypeCode.ahk
AddEnums();244;Mini_Framwork\0.3\System\MfUnicodeCategory.ahk
AddEnums();720;Mini_Framwork\0.3\System\MfVersion.ahk
AddEnumValue(name, value);240;Mini_Framwork\0.3\System\MfEnum.ahk
"AddFirstItem(name = """", label = """")";139;CMenuBar.ahk
AddFlag(flag);287;Mini_Framwork\0.3\System\MfEnum.ahk
AddFloat(value);288;Mini_Framwork\0.3\System\MfParams.ahk
AddFocusChangedEventHandler(cacheRequest, handler);164;UIA_Interface.ahk
AddFocusChangedEventHandler(cacheRequest,handler);354;uia.ahk
AddFocusChangedEventHandler(cacheRequest,handler);252;UIA2.ahk
AddFontFeature(nameTag,parameter);807;dwrite (2).ahk
AddFontFeature(nameTag,parameter);567;dwrite.ahk
AddGraphicButton(GUI_Number, Button_X, Button_Y, Button_H, Button_W, Button_Identifier, Button_Up, Button_Hover, Button_Down);24;AddGraphicButton.ahk
"AddGraphicButton(VariableName, ImgPath, Options="""", bHeight=32, bWidth=32)";1;Misc_Functions_2.ahk
"AddGraphicButtonPlus(ImgPath, Options="""", Text="""")";1011;MISC Functions.ahk
"AddGraphicButtonPlus(ImgPath, Options="""", Text="""")";1041;MISC Functions.ahk
"AddHotkey(newHk, boundCtrl = """")";372;CApplication.ahk
"AddHotkeyCmd(hkCmd, mi = """")";342;CApplication.ahk
AddHotstring(hs, write = false);48;CDataBase.ahk
AddInputButton(guid, options, callback);10;AppFactory.ahk
AddInt64(value);332;Mini_Framwork\0.3\System\MfParams.ahk
AddInteger(value);385;Mini_Framwork\0.3\System\MfParams.ahk
AddKeyframeAfterTransition(transition);321;wam.ahk
AddKeyframeAtOffset(existingKeyframe,offset);311;wam.ahk
"AddLastItem(name = """", label = """")";116;CMenuBar.ahk
AddLastSubmenu(submenu);129;CMenuBar.ahk
AddLine(point0,point1);1338;d2d1.ahk
AddLines(points,pointsCount);1311;d2d1.ahk
AddNew();257;DataBaseAbstract.ahk
AddNew();538;Mini_Framwork\0.3\System\MfUnicode\MfDbUcdAbstract.ahk
AddNew();44;RecordSetADO.ahk
AddNumpadKeys();1131;MouseKeyboardCounter.ahk
"AddOkButton(options = """", text =""OK"", tabControl = """", tabPage = 0, isLocalizable = true)";114;CGui.ahk
AddOption(option);242;CGui.ahk
AddOption(option);456;CGuiCtrl.ahk
AddOtherKeys();1110;MouseKeyboardCounter.ahk
AddPattern(patternId);1330;uia.ahk
AddPattern(patternId);971;UIA2.ahk
AddProperty(propertyId);1320;uia.ahk
AddProperty(propertyId);963;UIA2.ahk
AddPropertyChangedEventHandler(element,scope,cacheRequest,handler,propertyArray);316;uia.ahk
AddPropertyChangedEventHandler(element,scope,cacheRequest,handler,propertyArray);231;UIA2.ahk
"AddPropertyChangedEventHandler(element,scope=0x1,cacheRequest=0,handler="""",propertyArray="""")";155;UIA_Interface.ahk
AddPropertyChangedEventHandlerNativeArray(element,scope,cacheRequest,handler,propertyArray,propertyCount);303;uia.ahk
AddPropertyChangedEventHandlerNativeArray(element,scope,cacheRequest,handler,propertyArray,propertyCount);225;UIA2.ahk
AddQuadraticBezier(bezier);1348;d2d1.ahk
AddQuadraticBeziers(beziers,beziersCount);1353;d2d1.ahk
AddRange(objs);18;Collection.ahk
AddRef();165;IDropTarget.ahk
AddRef(ppv);14;CoHelper.ahk
AddRef(ppv);114;ShellContextMenu2.ahk
ADDREFDOCUMENT(pDoc=0);20;_Scintilla.ahk
AddrMD5(addr, length);47;md5.ahk
ADDSELECTION(caret=0,anchor=0);23;_Scintilla.ahk
AddString(value);438;Mini_Framwork\0.3\System\MfParams.ahk
AddStructureChangedEventHandler(element,scope,cacheRequest,handler);335;uia.ahk
AddStructureChangedEventHandler(element,scope,cacheRequest,handler);241;UIA2.ahk
"ADDSTYLEDTEXT(s="""")";26;_Scintilla.ahk
AddSubFoldersToTree(Folder, ParentItemID = 0);335;guiExplorer.ahk
addTab();853;taskbarInterface.ahk
addTab();866;taskbarInterface_v2.ahk
"ADDTEXT(s="""")";30;_Scintilla.ahk
AddToSelection();2145;uia.ahk
AddToSelection();2715;uia.ahk
AddToSelection();1590;UIA2.ahk
AddToSelection();2025;UIA2.ahk
"AddToTrace(var, t1="""", t2="""", t3="""", t4="""", t5="""", t6="""", t7="""", t8="""", t9="""", t10="""", t11="""", t12="""", t13="""", t14="""", t15="""")";1274;FcnLib.ahk
AddTrailingBackslash(ptext);2693;MISC Functions.ahk
AddTransition(variable,transition);301;wam.ahk
AddTransitionAtKeyframe(variable,transition,startKeyframe);333;wam.ahk
AddTransitionBetweenKeyframes(variable,transition,startKeyframe,endKeyframe);343;wam.ahk
AddTriangles(triangles,trianglesCount);1372;d2d1.ahk
ADDUNDOACTION(token=0,flags=0);34;_Scintilla.ahk
AddVisual(visual,insertAbove,referenceVisual);423;dcomp.ahk
AdjustDisallowedForms();525;CApplication.ahk
Advise(dwFlags,pCallback);192;WPD.ahk
Advise(dwFlags,pCallback,pParameters,ppszCookie);1315;WPD.ahk
Aero_AlphaBlend(hBufferDst, hBufferSrc, x=0, y=0, alpha=0xFF);876;Aero_Lib.ahk
Aero_AutoRepaint(hWnd, hBuffer);598;Aero_Lib.ahk
Aero_AutoRepaintCallback(wParam, lParam, msg, hWnd);855;Aero_Lib.ahk
"Aero_AutoRepaintGui(hBuffer, GuiNum=""default"")";622;Aero_Lib.ahk
Aero_Blit(hBufferDst, hBufferSrc, x=0, y=0);891;Aero_Lib.ahk
Aero_BlurWindow(hwndWin ,enableBool=1 ,region=0);135;Aero_Lib.ahk
Aero_ChangeFrameArea(hwndWin, leftPos=0, rightPos=0, topPos=0, bottomPos=0);220;Aero_Lib.ahk
Aero_ChangeFrameAreaAll(hwndWin);291;Aero_Lib.ahk
Aero_ClearBuffer(hBuffer);685;Aero_Lib.ahk
Aero_CreateBuffer(hWnd);481;Aero_Lib.ahk
Aero_CreateBufferFromBuffer(hBuffer);835;Aero_Lib.ahk
"Aero_CreateGuiBuffer(GuiNum=""default"")";502;Aero_Lib.ahk
Aero_DeleteBuffer(byref hBuffer);523;Aero_Lib.ahk
Aero_DeleteImage(byref hImage);745;Aero_Lib.ahk
Aero_DisableAutoRepaint(hWnd);643;Aero_Lib.ahk
"Aero_DisableAutoRepaintGui(GuiNum=""default"")";664;Aero_Lib.ahk
Aero_DrawImage(hBuffer, hImage, x=0, y=0, alpha=0xFF);779;Aero_Lib.ahk
Aero_DrawPicture(hwnd,picturePath,xPos=0,yPos=0,autoUpdate=1);454;Aero_Lib.ahk
"Aero_DrawText(hBuffer, Text, x=10, y=10, color="""", glowsize=14)";913;Aero_Lib.ahk
Aero_Enable(enableBool=1);82;Aero_Lib.ahk
"Aero_End(MODUELIDPARAM_="""")";805;Aero_Lib.ahk
Aero_GetDWMColor();337;Aero_Lib.ahk
Aero_GetDWMTrans();362;Aero_Lib.ahk
"Aero_GuiBlurWindow(GuiNum=""default"" ,enableBool=1 ,region=0)";174;Aero_Lib.ahk
"Aero_GuiChangeFrameArea(GuiNum=""default"", leftPos=0, rightPos=0, topPos=0, bottomPos=0)";261;Aero_Lib.ahk
"Aero_GuiChangeFrameAreaAll(GuiNum=""deafult"")";316;Aero_Lib.ahk
Aero_IsEnabled();104;Aero_Lib.ahk
Aero_LoadImage(Filename);714;Aero_Lib.ahk
Aero_MultibyteToWide(Multibyte, byref Wide);905;Aero_Lib.ahk
Aero_SetDWMColor(dwmColor=0x910047ab);389;Aero_Lib.ahk
Aero_SetTrans(dwmTrans);416;Aero_Lib.ahk
Aero_StartUp();52;Aero_Lib.ahk
"Aero_UpdateGui(hBuffer, GuiNum=""default"")";574;Aero_Lib.ahk
Aero_UpdateWindow(hWnd, hBuffer);550;Aero_Lib.ahk
Aero_UseFont(hWnd, hBuffer);946;Aero_Lib.ahk
"Aero_UseGuiFont(hBuffer, GuiNum=""default"")";954;Aero_Lib.ahk
Affinity_Set( CPU=1, PID=0x0 );1;Affinity.ahk
"agrep(ByRef _haystack="""", _pattern="""", _ignoreCase=false, _invert=false, _lineMatch=false, _replace="""")";864;FindMe.ahk
AHKA_Abs(number);241;AHKA.ahk
"AHKA_Add(Array,Value,Index1=0,Index2="""",Index3="""",Index4="""",Index5="""",Index6="""",Index7="""",Index8="""",Index9="""",Index10="""")";465;AHKA.ahk
AHKA_AddSimple(Array,Value,Index=0,HexIt=1);493;AHKA.ahk
AHKA_CharFromHex(String);367;AHKA.ahk
AHKA_CharToHex(String);309;AHKA.ahk
AHKA_CheckDebug();255;AHKA.ahk
AHKA_Close(Array);111;AHKA.ahk
AHKA_Convert(Var);745;AHKA.ahk
"AHKA_Error(Err="""")";89;AHKA.ahk
AHKA_Find(Array,Value,Number=1);826;AHKA.ahk
AHKA_Floor(number);215;AHKA.ahk
"AHKA_Get(Array,Index1=0,Index2="""",Index3="""",Index4="""",Index5="""",Index6="""",Index7="""",Index8="""",Index9="""",Index10="""")";540;AHKA.ahk
AHKA_GetDimension(Array, Index=0);196;AHKA.ahk
AHKA_GetFirstDimension(Array);171;AHKA.ahk
AHKA_GetSimple(Array,Index=0);552;AHKA.ahk
AHKA_Hex(String,Way,Enabled=true);263;AHKA.ahk
AHKA_HexArray(Array);434;AHKA.ahk
AHKA_IsArray(Array);95;AHKA.ahk
AHKA_Maximum(Array);859;AHKA.ahk
"AHKA_Merge(Array1, Array2, Array3="""", Array4="""", Array5="""", Array6="""", Array7="""", Array8="""", Array9="""", Array10="""")";896;AHKA.ahk
AHKA_MergeSimple(Array1,Array2);909;AHKA.ahk
AHKA_Minimum(Array);854;AHKA.ahk
AHKA_Move(Array,IndexA=1,IndexB=0);819;AHKA.ahk
"AHKA_NewArray(String="""")";422;AHKA.ahk
AHKA_Open(Array);104;AHKA.ahk
AHKA_Parse(Array);139;AHKA.ahk
AHKA_ParseFirst(Array);115;AHKA.ahk
"AHKA_Remove(Array,Index1=0,Index2="""",Index3="""",Index4="""",Index5="""",Index6="""",Index7="""",Index8="""",Index9="""",Index10="""")";605;AHKA.ahk
AHKA_RemoveSimple(Array,Index=0);630;AHKA.ahk
AHKA_Reverse(Array);864;AHKA.ahk
"AHKA_Set(Array,Value,Index1=0,Index2="""",Index3="""",Index4="""",Index5="""",Index6="""",Index7="""",Index8="""",Index9="""",Index10="""")";642;AHKA.ahk
AHKA_SetDebug(newDebug);250;AHKA.ahk
AHKA_SetSimple(Array,Value,Index=0);682;AHKA.ahk
AHKA_Size(Array);455;AHKA.ahk
AHKA_Sort(Array, First=1, Last=-1);759;AHKA.ahk
"AHKA_Split(String,Char="""",CaseSensitive=false)";722;AHKA.ahk
"AHKA_String(Array, Delimeter="""")";917;AHKA.ahk
AHKA_Swap(Array,IndexA=1,IndexB=0);811;AHKA.ahk
AHKA_Trim(Array,First=0,Last=0);874;AHKA.ahk
"AHKA_Unparse(Array, OArray, skip="""")";150;AHKA.ahk
"AhkDllObject(dll=""AutoHotkey.dll"",obj=0)";1;Mini_Libs\AhkDllObject.ahk
"AhkDllThread(dll=""AutoHotkey.dll"",obj=0)";12;AhkDllThread.ahk
AhkDllThread_IsH();2;AhkDllThread.ahk
ahkExec(Script);1;ahkExec.ahk
ahkExec(Script);1;Mini_Libs\ahkExec.ahk
AhkExported();1;AhkExported.ahk
AhkExported();1;Mini_Libs\AhkExported.ahk
"ahkHookGetScript(resource = """", module = """")";184;ahkhook.ahk
AhkSelf();1;AhkSelf.ahk
AHKsock_AsyncSelect(wParam, lParam);1054;AHKsock.ahk
AHKsock_Close(iSocket = -1, iTimeout = 5000);801;AHKsock.ahk
AHKsock_Connect(sName, sPort, sFunction);505;AHKsock.ahk
"AHKsock_ErrorHandler(sFunction = """""""")";1346;AHKsock.ahk
AHKsock_ForceSend(iSocket, ptrData, iLength);708;AHKsock.ahk
AHKsock_GetAddrInfo(sHostName, ByRef sIPList, bOne = False);860;AHKsock.ahk
"AHKsock_GetNameInfo(sIP, ByRef sHostName, sPort = 0, ByRef sService = """")";896;AHKsock.ahk
AHKsock_LastError();1342;AHKsock.ahk
AHKsock_Listen(sPort, sFunction = False);418;AHKsock.ahk
AHKsock_RaiseError(iError, iSocket = -1);1353;AHKsock.ahk
"AHKsock_RegisterAsyncSelect(iSocket, fFlags = 43, sFunction = ""AHKsock_AsyncSelect"", iMsg = 0)";1033;AHKsock.ahk
AHKsock_Send(iSocket, ptrData = 0, iLength = 0);676;AHKsock.ahk
"AHKsock_Settings(sSetting, sValue = """")";1362;AHKsock.ahk
AHKsock_ShutdownSocket(iSocket);1006;AHKsock.ahk
"AHKsock_Sockets(sAction = ""Count"", iSocket = """", sName = """", sAddr = """", sPort = """", sFunction = """")";1213;AHKsock.ahk
AHKsock_SockOpt(iSocket, sOption, iValue = -1);929;AHKsock.ahk
AHKsock_Startup(iMode = 0);972;AHKsock.ahk
AHKsockErrors(iError, iSocket);104;Examples\AHKSock\example_1_client.ahk
AHKsockErrors(iError, iSocket);165;Examples\AHKSock\example_1_server.ahk
AHKsockErrors(iError, iSocket);321;Examples\AHKSock\example_2_client.ahk
AHKsockErrors(iError, iSocket);321;Examples\AHKSock\example_2_server_multiple_clients.ahk
AHKsockErrors(iError, iSocket);366;Examples\AHKSock\example_2_server_single_client.ahk
AHKsockErrors(iError, iSocket);186;Examples\AHKSock\example_2_server_transmitfile.ahk
AHKsockErrors(iError, iSocket);539;Examples\AHKSock\example_3.ahk
ahkthread_release(o);12;AhkThread.ahk
ahkthread_release(o);12;Mini_Libs\AhkThread.ahk
"AHKType(_key_="""")";337;_Struct.ahk
AHKType(exeName);6;AHKType.ahk
AHKType(exeName);6;Mini_Libs\AHKType.ahk
"Align(HCtrl, Type="""", Dim="""", HGlueCtrl="""")";49;Align.ahk
"Alloc(_key_="""",size="""",ptrsize=0)";349;_Struct.ahk
ALLOCATE(bytes=0);37;_Scintilla.ahk
AllocateDIBBuf(ByRef buf, width, height, bpp);175;is2.ahk
AllocMemory(size);152;MemoryBuffer.ahk
AllocMemory(size);1229;Mini_Framwork\0.3\System\MfUnicode\MfSQLite_L.ahk
AllowForms(forms);509;CApplication.ahk
allowPeek();497;taskbarInterface.ahk
allowPeek();500;taskbarInterface_v2.ahk
Analyze();282;dwrite (2).ahk
Analyze();178;dwrite.ahk
AnalyzeBidi(analysisSource,textPosition,textLength,analysisSink);1302;dwrite (2).ahk
AnalyzeBidi(analysisSource,textPosition,textLength,analysisSink);861;dwrite.ahk
AnalyzeLineBreakpoints(analysisSource,textPosition,textLength,analysisSink);1324;dwrite (2).ahk
AnalyzeLineBreakpoints(analysisSource,textPosition,textLength,analysisSink);873;dwrite.ahk
AnalyzeNumberSubstitution(analysisSource,textPosition,textLength,analysisSink);1313;dwrite (2).ahk
AnalyzeNumberSubstitution(analysisSource,textPosition,textLength,analysisSink);867;dwrite.ahk
AnalyzeScript(analysisSource,textPosition,textLength,analysisSink);1292;dwrite (2).ahk
AnalyzeScript(analysisSource,textPosition,textLength,analysisSink);856;dwrite.ahk
"Anchor(i, a = """", r = false)";26;Anchor.ahk
"Anchor(i, a = """", r = false)";565;Examples\AHKSock\example_3.ahk
"Anchor(i, a = """", r = false)";895;FindMe.ahk
"AniGif_CreateControl(_guiHwnd, _x, _y, _w, _h, _style="""")";183;Animated_Controls.ahk
"AniGif_CreateControl(_guiHwnd, _x, _y, _w, _h, _style="""")";37;Control_AniGif.ahk
AniGif_DestroyControl(_agHwnd);236;Animated_Controls.ahk
AniGif_DestroyControl(_agHwnd);94;Control_AniGif.ahk
AniGif_LoadGifFromFile(_agHwnd, _gifFile);252;Animated_Controls.ahk
AniGif_LoadGifFromFile(_agHwnd, _gifFile);111;Control_AniGif.ahk
AniGif_SetBkColor(_agHwnd, _backColor);287;Animated_Controls.ahk
AniGif_SetBkColor(_agHwnd, _backColor);151;Control_AniGif.ahk
AniGif_SetHyperlink(_agHwnd, _url);270;Animated_Controls.ahk
AniGif_SetHyperlink(_agHwnd, _url);132;Control_AniGif.ahk
AniGif_UnloadGif(_agHwnd);261;Animated_Controls.ahk
AniGif_UnloadGif(_agHwnd);122;Control_AniGif.ahk
AniGif_Zoom(_agHwnd, _bZoomIn);278;Animated_Controls.ahk
AniGif_Zoom(_agHwnd, _bZoomIn);141;Control_AniGif.ahk
ANNOTATIONCLEARALL();40;_Scintilla.ahk
ANNOTATIONGETLINES(line=0);43;_Scintilla.ahk
ANNOTATIONGETSTYLE(line=0);46;_Scintilla.ahk
ANNOTATIONGETSTYLEOFFSET();49;_Scintilla.ahk
"ANNOTATIONGETSTYLES(line=0,styles="""")";52;_Scintilla.ahk
"ANNOTATIONGETTEXT(line=0,text="""")";56;_Scintilla.ahk
ANNOTATIONGETVISIBLE();60;_Scintilla.ahk
ANNOTATIONSETSTYLE(line=0,style=0);63;_Scintilla.ahk
ANNOTATIONSETSTYLEOFFSET(style=0);66;_Scintilla.ahk
"ANNOTATIONSETSTYLES(line=0,styles="""")";69;_Scintilla.ahk
"ANNOTATIONSETTEXT(line=0,text="""")";73;_Scintilla.ahk
ANNOTATIONSETVISIBLE(visible=0);77;_Scintilla.ahk
Ansi2Unicode(ByRef sString, ByRef wString, CP = 0);2819;MISC Functions.ahk
Ansi2Unicode(ByRef sString, ByRef wString, nSize = 0);215;CoHelper.ahk
Ansi4Unicode(pString, nSize = 0);199;CoHelper.ahk
"aobscan(hprocess, id_process, module_name, bytes, dllname = ""peixoto.dll"", range_ = 1)";528;memlib (2).ahk
API_BitBlt( hdcDest, nXDest, nYDest, nWidth, nHeight , hdcSrc, nXSrc, nYSrc, dwRop );279;API_Draw.ahk
API_CreateCompatibleBitmap( hdc , nWidth, nHeight );284;API_Draw.ahk
API_CreateCompatibleDC(hDC);287;API_Draw.ahk
API_CreatePen( fnPenStyle, nWidth, crColor );257;API_Draw.ahk
API_CreateSolidBrush(crColor);290;API_Draw.ahk
API_DeleteDC(hDC);113;API_Draw.ahk
API_DeleteObject(hObject);91;API_Draw.ahk
API_DestroyIcon(hIcon);315;API_Draw.ahk
API_DrawEdge(hdc, qrc, edge, grfFlags);293;API_Draw.ahk
API_DrawFocusRect(hdc, lprc);297;API_Draw.ahk
API_DrawFrameControl(hDC, lprc, uType, ustate);300;API_Draw.ahk
API_DrawIconEx( hDC, xLeft, yTop, hIcon, cxWidth, cyWidth, istepIfAniCur, hbrFlickerFreeDraw, diFlags);303;API_Draw.ahk
API_DrawText( hDC, lpString, nCount, lpRect, uFormat );319;API_Draw.ahk
API_Ellipse(hdc, nLeftRect, nTopRect, nRightRect, nBottomRect);260;API_Draw.ahk
API_FillRect(hDC, lpRec, hBr);322;API_Draw.ahk
API_FrameRect(hDC, lprc, hbr);263;API_Draw.ahk
API_GdiFlush();71;API_Draw.ahk
API_GdiGetBatchLimit();63;API_Draw.ahk
API_GdiSetBatchLimit( dwLimit );67;API_Draw.ahk
API_Get(file);145;NetworkAPI.ahk
API_GetBkColor( hdc );83;API_Draw.ahk
API_GetBkMode( hdc );87;API_Draw.ahk
API_GetDC( hwnd );254;API_Draw.ahk
API_GetDependencies(pack_ahkp);152;NetworkAPI.ahk
API_GetSysColor( nIndex );328;API_Draw.ahk
API_GetSysColorBrush( nIndex );332;API_Draw.ahk
API_GetTextExtentPoint32(hDC, lpString, cbString, lpSize);325;API_Draw.ahk
API_GetWindowInfo(HWND);18;API_GetWindowInfo.ahk
"API_Info(file,item="""")";140;NetworkAPI.ahk
API_InvalidateRect( hWnd, lpRect, bErase);75;API_Draw.ahk
API_InvertRect( hdc, lprec );276;API_Draw.ahk
API_LineTo(hdc, nXEnd, nYEnd);95;API_Draw.ahk
API_LoadImage( hinst, lpszName, uType, cxDesired, cyDesired, fuLoad );104;API_Draw.ahk
API_LoadImage(pPath, uType, cxDesired, cyDesired, fuLoad);18;IL.ahk
API_MoveToEx(hdc, X, Y, lpPoint);99;API_Draw.ahk
API_PatBlt(hdc, nXLeft, nYLeft, nWidth, nHeight, dwRop);109;API_Draw.ahk
API_Pie( hdc, nLeftRect, nTopRect, nRightRect, nBottomRect, nXRadial1, nYRadial1, nXRadial2, nYRadial2 );272;API_Draw.ahk
API_Rectangle(hdc, nLeftRect, nTopRect, nRightRect, nBottomRect);266;API_Draw.ahk
API_RedrawWindow(hWnd, lprcUpdate, hrgnUpdate, flags);79;API_Draw.ahk
API_RoundRect(hdc, nLeftRect, nTopRect, nRightRect, nBottomRect);269;API_Draw.ahk
API_SelectObject( hDC, hgdiobj );344;API_Draw.ahk
API_SetBkColor( hDC, crColor );335;API_Draw.ahk
API_SetBKMode(hDC, iBkMode);338;API_Draw.ahk
API_SetTextColor(hDC, crColor);341;API_Draw.ahk
API_SetWinEventHook(eventMin, eventMax, hmodWinEventProc, lpfnWinEventProc, idProcess, idThread, dwFlags);288;Dock.ahk
API_TextOut(hDC, nXStart, nYStart, lpString, cbString);347;API_Draw.ahk
API_UnhookWinEvent( hWinEventHook );293;Dock.ahk
API_ValidateSource(domain);50;NetworkAPI.ahk
"AppBar_animate(Hwnd, Type="""", Time=100)";179;AppBar.ahk
"Appbar_New(ByRef Hwnd, o1="""", o2="""", o3="""", o4="""", o5="""", o6="""", o7="""", o8="""", o9="""")";43;AppBar.ahk
AppBar_onMessage(Wparam, Lparam, Msg, Hwnd);194;AppBar.ahk
Appbar_Remove(Hwnd);114;AppBar.ahk
Appbar_setAutoHideBar(Hwnd, Edge, AnimType, Label);203;AppBar.ahk
"Appbar_setPos(Hwnd, Edge="""", Width="""", Height="""", Pos="""")";266;AppBar.ahk
"Appbar_SetTaskBar(State="""")";150;AppBar.ahk
"Appbar_timer(Hwnd="""", Edge="""", Anim1="""", Anim2="""", Label="""")";224;AppBar.ahk
