EM_SETOPTIONS,0x44D,1101
EM_GETOPTIONS,0x44E,1102
EM_FINDTEXTEX,0x44F,1103
EM_GETWORDBREAKPROCEX,0x450,1104
EM_SETWORDBREAKPROCEX,0x451,1105
EM_SETUNDOLIMIT,0x452,1106
EM_REDO,0x454,1108
EM_CANREDO,0x455,1109
EM_GETUNDONAME,0x456,1110
EM_GETREDONAME,0x457,1111
EM_STOPGROUPTYPING,0x458,1112
EM_SETTEXTMODE,0x459,1113
EM_GETTEXTMODE,0x45A,1114
EM_AUTOURLDETECT,0x45B,1115
EM_GETAUTOURLDETECT,0x45C,1116
EM_SETPALETTE,0x45D,1117
EM_GETTEXTEX,0x45E,1118
EM_GETTEXTLENGTHEX,0x45F,1119
EM_SHOWSCROLLBAR,0x460,1120
EM_SETTEXTEX,0x461,1121
EM_SETPUNCTUATION,0x464,1124
EM_GETPUNCTUATION,0x465,1125
EM_SETWORDWRAPMODE,0x466,1126
EM_GETWORDWRAPMODE,0x467,1127
EM_SETIMECOLOR,0x468,1128
EM_GETIMECOLOR,0x469,1129
EM_SETIMEOPTIONS,0x46A,1130
EM_GETIMEOPTIONS,0x46B,1131
EM_CONVPOSITION,0x46C,1132
EM_SETLANGOPTIONS,0x478,1144
EM_GETLANGOPTIONS,0x479,1145
EM_GETIMECOMPMODE,0x47A,1146
EM_FINDTEXTW,0x47B,1147
EM_FINDTEXTEXW,0x47C,1148
EM_RECONVERSION,0x47D,1149
EM_SETIMEMODEBIAS,0x47E,1150
EM_GETIMEMODEBIAS,0x47F,1151
EM_SETBIDIOPTIONS,0x4C8,1224
EM_GETBIDIOPTIONS,0x4C9,1225
EM_SETTYPOGRAPHYOPTIONS,0x4CA,1226
EM_GETTYPOGRAPHYOPTIONS,0x4CB,1227
EM_SETEDITSTYLE,0x4CC,1228
EM_GETEDITSTYLE,0x4CD,1229
EM_OUTLINE,0x4DC,1244
EM_GETSCROLLPOS,0x4DD,1245
EM_SETSCROLLPOS,0x4DE,1246
EM_SETFONTSIZE,0x4DF,1247
EM_GETZOOM,0x4E0,1248
EM_SETZOOM,0x4E1,1249
EM_GETVIEWKIND,0x4E2,1250
EM_SETVIEWKIND,0x4E3,1251
EM_GETPAGE,0x4E4,1252
EM_SETPAGE,0x4E5,1253
EM_GETHYPHENATEINFO,0x4E6,1254
EM_SETHYPHENATEINFO,0x4E7,1255
EM_GETPAGEROTATE,0x4EB,1259
EM_SETPAGEROTATE,0x4EC,1260
EM_GETCTFMODEBIAS,0x4ED,1261
EM_SETCTFMODEBIAS,0x4EE,1262
EM_GETCTFOPENSTATUS,0x4F0,1264
EM_SETCTFOPENSTATUS,0x4F1,1265
EM_GETIMECOMPTEXT,0x4F2,1266
EM_ISIME,0x4F3,1267
EM_GETIMEPROPERTY,0x4F4,1268
EM_GETQUERYRTFOBJ,0x50D,1293
EM_SETQUERYRTFOBJ,0x50E,1294
EM_SETCUEBANNER,0x1501,5377
EM_GETCUEBANNER,0x1502,5378
EM_SHOWBALLOONTIP,0x1503,5379
EM_HIDEBALLOONTIP,0x1504,5380
EM_SETHILITE,0x1505,5381
EM_GETHILITE,0x1506,5382
EM_NOSETFOCUS,0x1507,5383
EM_TAKEFOCUS,0x1508,5384
HDM_GETITEMCOUNT,0x1200,4608
HDM_INSERTITEMA,0x1201,4609
HDM_DELETEITEM,0x1202,4610
HDM_GETITEMA,0x1203,4611
HDM_SETITEMA,0x1204,4612
HDM_LAYOUT,0x1205,4613
HDM_HITTEST,0x1206,4614
HDM_GETITEMRECT,0x1207,4615
HDM_SETIMAGELIST,0x1208,4616
HDM_GETIMAGELIST,0x1209,4617
HDM_INSERTITEMW,0x120A,4618
HDM_GETITEMW,0x120B,4619
HDM_SETITEMW,0x120C,4620
HDM_ORDERTOINDEX,0x120F,4623
HDM_CREATEDRAGIMAGE,0x1210,4624
HDM_GETORDERARRAY,0x1211,4625
HDM_SETORDERARRAY,0x1212,4626
HDM_SETHOTDIVIDER,0x1213,4627
HDM_SETBITMAPMARGIN,0x1214,4628
HDM_GETBITMAPMARGIN,0x1215,4629
HDM_SETFILTERCHANGETIMEOUT,0x1216,4630
HDM_EDITFILTER,0x1217,4631
HDM_CLEARFILTER,0x1218,4632
HDM_GETITEMDROPDOWNRECT,0x1219,4633
HDM_GETOVERFLOWRECT,0x121A,4634
HDM_GETFOCUSEDITEM,0x121B,4635
HDM_SETFOCUSEDITEM,0x121C,4636
HKM_SETHOTKEY,0x401,1025
HKM_GETHOTKEY,0x402,1026
HKM_SETRULES,0x403,1027
IPM_CLEARADDRESS,0x464,1124
IPM_SETADDRESS,0x465,1125
IPM_GETADDRESS,0x466,1126
IPM_SETRANGE,0x467,1127
IPM_SETFOCUS,0x468,1128
IPM_ISBLANK,0x469,1129
LB_ADDSTRING,0x180,384
LB_INSERTSTRING,0x181,385
LB_DELETESTRING,0x182,386
LB_SELITEMRANGEEX,0x183,387
LB_RESETCONTENT,0x184,388
LB_SETSEL,0x185,389
LB_SETCURSEL,0x186,390
LB_GETSEL,0x187,391
LB_GETCURSEL,0x188,392
LB_GETTEXT,0x189,393
LB_GETTEXTLEN,0x18A,394
LB_GETCOUNT,0x18B,395
LB_SELECTSTRING,0x18C,396
LB_DIR,0x18D,397
LB_GETTOPINDEX,0x18E,398
LB_FINDSTRING,0x18F,399
LB_GETSELCOUNT,0x190,400
LB_GETSELITEMS,0x191,401
LB_SETTABSTOPS,0x192,402
LB_GETHORIZONTALEXTENT,0x193,403
LB_SETHORIZONTALEXTENT,0x194,404
LB_SETCOLUMNWIDTH,0x195,405
LB_ADDFILE,0x196,406
LB_SETTOPINDEX,0x197,407
LB_GETITEMRECT,0x198,408
LB_GETITEMDATA,0x199,409
LB_SETITEMDATA,0x19A,410
LB_SELITEMRANGE,0x19B,411
LB_SETANCHORINDEX,0x19C,412
LB_GETANCHORINDEX,0x19D,413
LB_SETCARETINDEX,0x19E,414
LB_GETCARETINDEX,0x19F,415
LB_SETITEMHEIGHT,0x1A0,416
LB_GETITEMHEIGHT,0x1A1,417
LB_FINDSTRINGEXACT,0x1A2,418
LB_SETLOCALE,0x1A5,421
LB_GETLOCALE,0x1A6,422
LB_SETCOUNT,0x1A7,423
LB_INITSTORAGE,0x1A8,424
LB_ITEMFROMPOINT,0x1A9,425
LB_MULTIPLEADDSTRING,0x1B1,433
LB_GETLISTBOXINFO,0x1B2,434
LM_HITTEST,0x700,1792
LM_GETIDEALHEIGHT,0x701,1793
LM_SETITEM,0x702,1794
LM_GETITEM,0x703,1795
LVM_GETBKCOLOR,0x1000,4096
LVM_SETBKCOLOR,0x1001,4097
LVM_GETIMAGELIST,0x1002,4098
LVM_SETIMAGELIST,0x1003,4099
LVM_GETITEMCOUNT,0x1004,4100
LVM_GETITEMA,0x1005,4101
LVM_SETITEMA,0x1006,4102
LVM_INSERTITEMA,0x1007,4103
LVM_DELETEITEM,0x1008,4104
LVM_DELETEALLITEMS,0x1009,4105
LVM_GETCALLBACKMASK,0x100A,4106
LVM_SETCALLBACKMASK,0x100B,4107
LVM_GETNEXTITEM,0x100C,4108
LVM_FINDITEMA,0x100D,4109
LVM_GETITEMRECT,0x100E,4110
LVM_SETITEMPOSITION,0x100F,4111
LVM_GETITEMPOSITION,0x1010,4112
LVM_GETSTRINGWIDTHA,0x1011,4113
LVM_HITTEST,0x1012,4114
LVM_ENSUREVISIBLE,0x1013,4115
LVM_SCROLL,0x1014,4116
LVM_REDRAWITEMS,0x1015,4117
LVM_ARRANGE,0x1016,4118
LVM_EDITLABELA,0x1017,4119
LVM_GETEDITCONTROL,0x1018,4120
LVM_GETCOLUMNA,0x1019,4121
LVM_SETCOLUMNA,0x101A,4122
LVM_INSERTCOLUMNA,0x101B,4123
LVM_DELETECOLUMN,0x101C,4124
LVM_GETCOLUMNWIDTH,0x101D,4125
LVM_SETCOLUMNWIDTH,0x101E,4126
LVM_GETHEADER,0x101F,4127
LVM_CREATEDRAGIMAGE,0x1021,4129
LVM_GETVIEWRECT,0x1022,4130
LVM_GETTEXTCOLOR,0x1023,4131
LVM_SETTEXTCOLOR,0x1024,4132
LVM_GETTEXTBKCOLOR,0x1025,4133
LVM_SETTEXTBKCOLOR,0x1026,4134
LVM_GETTOPINDEX,0x1027,4135
LVM_GETCOUNTPERPAGE,0x1028,4136
LVM_GETORIGIN,0x1029,4137
LVM_UPDATE,0x102A,4138
LVM_SETITEMSTATE,0x102B,4139
LVM_GETITEMSTATE,0x102C,4140
LVM_GETITEMTEXTA,0x102D,4141
LVM_SETITEMTEXTA,0x102E,4142
LVM_SETITEMCOUNT,0x102F,4143
LVM_SORTITEMS,0x1030,4144
LVM_SETITEMPOSITION32,0x1031,4145
LVM_GETSELECTEDCOUNT,0x1032,4146
LVM_GETITEMSPACING,0x1033,4147
LVM_GETISEARCHSTRINGA,0x1034,4148
LVM_SETICONSPACING,0x1035,4149
LVM_SETEXTENDEDLISTVIEWSTYLE,0x1036,4150
LVM_GETEXTENDEDLISTVIEWSTYLE,0x1037,4151
LVM_GETSUBITEMRECT,0x1038,4152
LVM_SUBITEMHITTEST,0x1039,4153
LVM_SETCOLUMNORDERARRAY,0x103A,4154
LVM_GETCOLUMNORDERARRAY,0x103B,4155
LVM_SETHOTITEM,0x103C,4156
LVM_GETHOTITEM,0x103D,4157
LVM_SETHOTCURSOR,0x103E,4158
LVM_GETHOTCURSOR,0x103F,4159
LVM_APPROXIMATEVIEWRECT,0x1040,4160
LVM_SETWORKAREAS,0x1041,4161
LVM_GETSELECTIONMARK,0x1042,4162
LVM_SETSELECTIONMARK,0x1043,4163
LVM_SETBKIMAGEA,0x1044,4164
LVM_GETBKIMAGEA,0x1045,4165
LVM_GETWORKAREAS,0x1046,4166
LVM_SETHOVERTIME,0x1047,4167
LVM_GETHOVERTIME,0x1048,4168
LVM_GETNUMBEROFWORKAREAS,0x1049,4169
LVM_SETTOOLTIPS,0x104A,4170
LVM_GETITEMW,0x104B,4171
LVM_SETITEMW,0x104C,4172
LVM_INSERTITEMW,0x104D,4173
LVM_GETTOOLTIPS,0x104E,4174
LVM_SORTITEMSEX,0x1051,4177
LVM_FINDITEMW,0x1053,4179
LVM_GETSTRINGWIDTHW,0x1057,4183
LVM_GETGROUPSTATE,0x105C,4188
LVM_GETFOCUSEDGROUP,0x105D,4189
LVM_GETCOLUMNW,0x105F,4191
